,familyID,year,composition,headCount,ageHead,liquidWealth,laborIncome,costPerPerson,totalExpense,participation,investmentAmount,annuityIRA,wealthWithoutHomeEquity,wealthWithHomeEquity,HomeEquity,maritalStatus,employmentStatus,education,race,industry,ownership,skillLevel,financeExperience,ageGroup,decadeGroup,stockInvestmentRatio
232,6215,1999,0,1,38,4.7,56.36,27.7,27.7,1,41.1,11.74,53.43,53.43,0.0,Divorced,employed,postGraduate,White,noneFinance,renter,High,No,20-40,1990s,0.7692307692307693
233,5603,1999,1,5,33,1.17,157.35,8.62,43.09,0,0.0,0.0,30.53,70.45,39.92,Married,employed,postGraduate,White,noneFinance,owner,High,No,20-40,1990s,0.0
234,5644,1999,0,7,50,0.0,15.73,4.03,28.22,0,0.0,8.22,11.74,364.02,352.27,Married,unemployed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.0
235,3133,1999,0,4,50,11.74,156.17,20.71,82.84,1,14.09,11.74,42.27,130.34,88.07,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.3333333333333333
238,2308,1999,1,5,41,0.0,0.0,1.69,8.45,0,0.0,0.0,2.94,2.94,0.0,Divorced,unemployed,college,White,noneFinance,renter,High,No,40-60,1990s,0.0
239,4745,1999,0,3,40,35.23,46.97,10.57,31.71,1,352.27,29.36,432.12,666.97,234.85,Married,employed,postGraduate,White,noneFinance,owner,High,No,20-40,1990s,0.81521336665741
240,2923,1999,1,3,37,58.71,107.44,15.12,45.36,1,117.42,88.07,398.07,480.27,82.2,Married,employed,postGraduate,White,noneFinance,owner,High,No,20-40,1990s,0.29497324591152313
241,2309,1999,1,3,45,5.87,108.03,15.86,47.59,0,0.0,0.0,76.33,92.18,15.85,Married,employed,highSchool,White,noneFinance,owner,Low,No,40-60,1990s,0.0
243,1092,1999,0,3,45,35.23,167.92,28.62,85.85,1,117.42,32.88,185.18,265.03,79.85,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.6340857544011232
244,4002,1999,1,6,39,28.18,107.27,10.61,63.67,1,72.8,156.17,273.83,462.89,189.05,Married,employed,postGraduate,White,finance,owner,High,Yes,20-40,1990s,0.2658583792864186
245,4359,1999,0,2,48,5.87,224.28,31.64,63.27,0,0.0,587.12,1103.79,1432.58,328.79,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.0
246,3008,1999,0,2,47,1.17,29.36,8.84,17.68,0,0.0,117.42,245.42,308.83,63.41,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.0
247,3089,1999,0,2,42,0.94,17.61,11.91,23.83,0,0.0,19.96,25.6,98.4,72.8,Divorced,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.0
249,3949,1999,0,2,58,17.61,102.16,15.04,30.09,1,16.44,234.85,302.72,449.5,146.78,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.0543076109936575
250,6624,1999,0,2,32,4.11,36.4,34.61,69.22,1,9.39,41.1,113.31,219.0,105.68,Married,employed,postGraduate,White,noneFinance,owner,High,No,20-40,1990s,0.08287000264760393
254,5994,1999,0,1,45,0.59,46.97,9.33,9.33,0,0.0,0.0,8.22,8.22,0.0,Divorced,employed,college,AmericanIndian,noneFinance,renter,High,No,40-60,1990s,0.0
255,2965,1999,0,1,54,0.59,0.0,37.46,37.46,0,0.0,0.0,-115.66,-21.72,93.94,neverMarried,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,-0.0
256,216,1999,0,3,36,1.76,75.39,10.69,32.07,0,0.0,0.0,1.76,1.76,0.0,Married,employed,college,White,noneFinance,renter,High,No,20-40,1990s,0.0
257,368,1999,0,2,51,0.35,37.58,17.36,34.72,0,0.0,0.0,-5.52,1.53,7.05,Married,unemployed,highSchool,White,noneFinance,owner,Low,No,40-60,1990s,-0.0
261,621,1999,0,2,53,17.61,193.05,38.9,77.8,1,46.97,35.23,139.73,166.74,27.01,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.3361482859801045
266,1744,1999,0,3,41,199.62,435.64,60.16,180.47,1,880.68,0.0,1127.27,1550.0,422.73,Married,unemployed,college,White,noneFinance,owner,High,No,40-60,1990s,0.7812502772184126
268,5506,1999,2,2,46,0.35,31.7,22.78,45.56,0,0.0,0.0,15.38,15.38,0.0,Married,employed,college,White,noneFinance,renter,High,No,40-60,1990s,0.0
269,974,1999,0,2,52,117.42,76.33,44.96,89.91,1,176.14,0.0,1197.73,1315.15,117.42,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.14706152471759076
271,2899,1999,1,4,35,1.17,135.62,11.57,46.29,1,3.52,0.0,-1.17,52.25,53.43,Married,employed,postGraduate,White,noneFinance,owner,High,No,20-40,1990s,0.0
273,1022,1999,0,2,53,29.36,59.36,12.96,25.92,0,0.0,10.22,53.66,125.42,71.76,Widowed,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.0
275,2924,1999,1,4,50,4.7,70.45,20.47,81.88,0,0.0,0.0,102.16,190.23,88.07,Married,employed,postGraduate,Black,noneFinance,owner,High,No,40-60,1990s,0.0
277,1829,1999,0,4,46,88.07,138.56,16.41,65.65,1,105.68,82.2,538.39,674.6,136.21,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.19628893553000615
279,2998,1999,0,4,52,46.97,345.23,35.56,142.22,1,117.42,176.14,308.83,434.47,125.64,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.3802091765696338
280,2868,1999,0,3,58,0.35,38.75,24.18,72.55,0,0.0,66.93,62.59,168.86,106.27,Divorced,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.0
282,4217,1999,1,5,31,4.34,56.36,8.9,44.48,0,0.0,0.0,-9.75,-9.75,0.0,Divorced,employed,college,White,finance,renter,High,Yes,20-40,1990s,-0.0
285,5193,1999,0,3,51,0.94,96.88,15.47,46.42,0,0.0,0.47,81.49,144.9,63.41,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.0
286,907,1999,0,3,36,2.35,38.52,10.04,30.11,0,0.0,4.7,25.13,5.17,-19.96,Married,employed,college,White,noneFinance,owner,High,No,20-40,1990s,0.0
290,5146,1999,0,4,36,4.7,107.33,12.15,48.6,0,0.0,0.0,14.09,43.45,29.36,Married,employed,college,White,noneFinance,owner,High,No,20-40,1990s,0.0
291,811,1999,0,3,33,2.35,50.49,7.33,21.99,0,0.0,0.0,18.2,49.91,31.7,Married,employed,college,White,noneFinance,owner,High,No,20-40,1990s,0.0
292,395,1999,0,4,51,9.39,83.37,15.35,61.38,0,0.0,88.07,954.66,1101.44,146.78,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.0
293,6510,1999,0,5,47,3.52,111.55,10.09,50.44,0,0.0,21.14,29.36,70.45,41.1,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.0
294,6711,1999,0,1,46,0.0,0.0,2.89,2.89,0,0.0,0.0,0.0,0.0,0.0,Separated,unemployed,highSchool,White,noneFinance,renter,Low,No,40-60,1990s,0.0
295,5446,1999,0,3,43,1.41,27.01,7.96,23.89,0,0.0,0.0,20.2,48.38,28.18,Married,unemployed,highSchool,White,noneFinance,owner,Low,No,40-60,1990s,0.0
296,6902,1999,1,2,41,0.0,56.95,15.69,31.39,0,0.0,0.0,52.84,70.45,17.61,Married,employed,highSchool,White,noneFinance,owner,Low,No,40-60,1990s,0.0
299,6264,1999,0,3,49,2.47,90.51,7.68,23.04,1,48.14,29.36,115.19,173.91,58.71,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.41791822206788787
300,407,1999,0,4,36,3.52,52.09,4.91,19.62,0,0.0,0.0,-8.57,17.85,26.42,Married,employed,college,White,noneFinance,owner,High,No,20-40,1990s,-0.0
301,6817,1999,0,3,51,46.97,95.11,15.94,47.83,0,0.0,0.0,32.88,255.98,223.11,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.0
303,1103,1999,2,2,39,3.52,143.26,20.2,40.4,1,3.52,0.0,89.24,476.74,387.5,Married,employed,postGraduate,White,noneFinance,owner,High,No,20-40,1990s,0.039444195428059166
304,986,1999,0,4,36,4.11,100.98,15.12,60.49,1,193.75,0.0,236.02,356.97,120.95,Married,employed,postGraduate,White,noneFinance,owner,High,No,20-40,1990s,0.8209050080501652
306,6608,1999,2,1,44,42.27,50.49,27.48,27.48,0,0.0,0.0,41.1,86.89,45.8,Divorced,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.0
307,3849,1999,0,1,51,11.74,59.89,24.7,24.7,0,0.0,0.0,14.68,14.68,0.0,Divorced,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.0
309,3088,1999,0,5,50,5.87,64.58,16.57,82.83,0,0.0,0.0,-1.17,104.51,105.68,Divorced,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,-0.0
310,3438,1999,0,2,48,211.36,118.36,16.78,33.55,0,0.0,36.4,341.7,554.24,212.54,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.0
311,3692,1999,1,3,40,0.7,35.23,5.18,15.55,0,0.0,0.0,-3.41,-3.41,0.0,Divorced,employed,college,Black,noneFinance,renter,High,No,20-40,1990s,-0.0
314,2893,1999,1,4,53,0.94,30.53,4.92,19.66,0,0.0,0.0,7.75,7.75,0.0,Divorced,employed,highSchool,otherRace,noneFinance,renter,Low,No,40-60,1990s,0.0
315,2495,1999,1,3,43,3.52,61.06,12.66,37.97,0,0.0,23.48,62.23,88.07,25.83,Married,employed,college,Latino,noneFinance,owner,High,No,40-60,1990s,0.0
316,2377,1999,0,4,41,0.47,28.18,9.49,37.98,0,0.0,0.0,9.86,9.86,0.0,Married,employed,college,Latino,noneFinance,renter,High,No,40-60,1990s,0.0
317,2812,1999,1,4,36,0.0,6.48,4.23,16.92,0,0.0,0.0,3.52,3.52,0.0,Divorced,employed,college,otherRace,noneFinance,renter,High,No,20-40,1990s,0.0
318,2494,1999,1,4,51,0.0,55.19,11.7,46.81,0,0.0,0.0,19.96,73.98,54.02,Married,employed,highSchool,otherRace,noneFinance,owner,Low,No,40-60,1990s,0.0
322,2903,1999,0,2,50,29.36,59.89,16.7,33.41,0,0.0,0.0,92.77,224.28,131.52,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.0
326,4068,1999,0,4,50,25.83,140.91,18.31,73.24,1,14.09,23.48,77.5,92.77,15.27,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.18180645161290324
328,666,1999,0,4,50,21.14,193.75,11.75,46.99,1,258.33,293.56,623.52,834.89,211.36,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.41430908391070054
329,665,1999,0,4,50,7.05,117.42,7.52,30.1,0,0.0,93.94,116.25,321.74,205.49,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.0
332,4714,1999,0,2,52,469.7,243.07,12.64,25.28,1,704.55,29.36,1461.93,1814.2,352.27,Married,employed,highSchool,White,noneFinance,owner,Low,No,40-60,1990s,0.4819314194250066
333,1000,1999,0,1,57,0.94,29.36,11.45,11.45,1,8.22,18.79,8.75,59.24,50.49,Divorced,employed,college,White,finance,owner,High,Yes,40-60,1990s,0.9394285714285715
334,1669,1999,0,1,32,0.0,29.47,19.04,19.04,0,0.0,0.0,-2.35,-2.35,0.0,neverMarried,employed,college,White,noneFinance,renter,High,No,20-40,1990s,-0.0
335,792,1999,0,1,53,46.97,70.45,11.27,11.27,1,23.48,410.98,477.33,606.5,129.17,neverMarried,retired,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.04919028764167348
337,2802,1999,0,6,45,8.22,56.36,10.45,62.7,1,88.07,0.0,1210.94,1445.79,234.85,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.072728624044131
338,3352,1999,1,2,51,0.35,45.8,15.93,31.86,0,0.0,0.0,5.05,5.05,0.0,Divorced,employed,postGraduate,White,noneFinance,renter,High,No,40-60,1990s,0.0
339,410,1999,0,4,52,2.94,9.98,19.54,78.18,1,352.27,23.48,883.62,1059.75,176.14,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.3986668477399787
340,1977,1999,3,3,40,0.05,0.82,5.05,15.14,0,0.0,0.0,-8.17,-8.17,0.0,Divorced,employed,college,White,noneFinance,renter,High,No,20-40,1990s,-0.0
341,5135,1999,8,3,41,2.35,64.58,9.48,28.43,0,0.0,0.0,-15.27,1.17,16.44,Divorced,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,-0.0
342,450,1999,0,2,47,8.81,40.28,21.85,43.69,0,0.0,76.33,87.72,159.34,71.63,Married,unemployed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.0
347,4212,1999,0,3,44,41.1,97.46,9.75,29.26,0,0.0,93.94,466.17,632.92,166.74,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.0
348,3839,1999,0,3,46,11.16,108.74,16.73,50.2,0,0.0,24.66,66.34,135.62,69.28,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.0
351,434,1999,0,5,52,70.45,93.7,15.15,75.74,1,0.7,88.07,194.45,376.46,182.01,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.0035998971457958345
352,1653,1999,0,4,56,3.52,93.35,11.45,45.81,1,14.09,38.75,65.76,145.61,79.85,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.21426399026763987
355,1564,1999,0,4,55,46.97,87.79,7.07,28.28,1,399.24,0.0,469.7,645.83,176.14,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.8499893549073877
356,969,1999,1,4,33,2.35,46.97,5.87,23.5,0,0.0,0.0,-13.5,6.46,19.96,Married,employed,college,White,noneFinance,owner,High,No,20-40,1990s,-0.0
357,5359,1999,0,2,49,2.35,129.17,20.64,41.28,0,0.0,0.0,-15.27,5.28,20.55,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s,-0.0
358,5405,1999,0,4,45,2.94,0.0,12.39,49.54,0,0.0,0.29,-50.79,-37.75,13.03,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s,-0.0
359,757,1999,0,4,46,5.87,193.75,12.54,50.15,0,0.0,25.83,21.14,120.95,99.81,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.0
362,6975,1999,0,1,37,11.74,51.67,23.21,23.21,1,70.45,0.0,79.26,121.53,42.27,neverMarried,employed,college,Black,finance,owner,High,Yes,20-40,1990s,0.8888468332071663
363,6733,1999,1,2,34,5.87,49.32,7.86,15.72,0,0.0,0.0,4.7,4.7,0.0,neverMarried,employed,college,Black,finance,renter,High,Yes,20-40,1990s,0.0
365,2037,1999,0,4,45,70.45,143.26,16.4,65.62,1,293.56,58.71,490.25,654.64,164.39,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.598796532381438
366,901,1999,1,4,40,0.0,66.11,8.64,34.56,0,0.0,0.0,11.74,11.74,0.0,Married,employed,postGraduate,White,noneFinance,renter,High,No,20-40,1990s,0.0
367,1289,1999,0,4,40,35.23,93.96,8.01,32.03,0,0.0,0.0,52.84,226.63,173.79,Married,employed,postGraduate,White,noneFinance,owner,High,No,20-40,1990s,0.0
368,793,1999,0,4,43,3.52,10.45,12.13,48.51,1,0.0,23.48,62.23,446.21,383.98,Married,employed,highSchool,White,noneFinance,owner,Low,No,40-60,1990s,0.0
369,1116,1999,0,1,45,3.52,50.49,18.75,18.75,1,1.76,0.0,4.7,37.58,32.88,neverMarried,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.37446808510638296
370,4330,1999,0,4,49,0.59,84.55,10.77,43.1,0,0.0,0.0,9.98,53.43,43.45,Married,employed,highSchool,White,noneFinance,owner,Low,No,40-60,1990s,0.0
371,1227,1999,0,2,56,11.74,115.08,11.3,22.6,0,0.0,0.0,79.85,255.98,176.14,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.0
374,1226,1999,0,2,44,3.05,75.03,17.25,34.51,0,0.0,0.0,-6.93,7.16,14.09,Married,employed,highSchool,White,noneFinance,owner,Low,No,40-60,1990s,-0.0
376,2278,1999,1,3,41,11.74,167.92,15.93,47.79,1,58.71,11.74,117.42,117.42,0.0,Married,employed,postGraduate,White,finance,renter,High,Yes,40-60,1990s,0.5
378,1746,1999,0,2,55,7.05,85.72,17.01,34.03,0,0.0,10.1,111.08,170.03,58.95,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.0
380,3362,1999,0,5,39,0.7,81.02,6.62,33.1,1,17.61,0.0,-19.26,-7.52,11.74,Married,employed,postGraduate,White,noneFinance,owner,High,No,20-40,1990s,0.0
381,2244,1999,1,3,37,7.05,37.58,6.19,18.56,0,0.0,21.14,28.77,32.29,3.52,Married,unemployed,postGraduate,White,noneFinance,owner,High,No,20-40,1990s,0.0
383,5007,1999,0,4,40,0.0,23.48,12.45,49.8,0,0.0,0.0,17.61,17.61,0.0,Married,employed,college,White,noneFinance,renter,High,No,20-40,1990s,0.0
385,6084,1999,0,2,58,29.36,10.33,25.91,51.82,1,41.1,14.09,360.49,456.78,96.29,Married,retired,college,White,noneFinance,owner,High,No,40-60,1990s,0.11401148436849844
386,6638,1999,0,3,32,1.17,43.45,10.78,32.33,0,0.0,0.0,8.22,37.58,29.36,Married,employed,college,White,noneFinance,owner,High,No,20-40,1990s,0.0
388,6096,1999,0,3,40,2.35,41.33,11.12,33.35,0,0.0,0.0,18.2,53.43,35.23,Married,employed,college,White,noneFinance,owner,High,No,20-40,1990s,0.0
389,1216,1999,3,4,38,0.08,21.84,4.0,15.99,0,0.0,0.0,1.2,1.2,0.0,Divorced,employed,college,White,noneFinance,renter,High,No,20-40,1990s,0.0
390,2081,1999,0,1,36,1.41,32.06,12.12,12.12,1,5.87,30.53,49.49,74.46,24.96,neverMarried,employed,college,White,noneFinance,owner,High,No,20-40,1990s,0.11860982016569004
391,871,1999,1,4,46,1.53,51.09,9.92,39.7,0,0.0,0.0,1.53,25.01,23.48,Married,employed,highSchool,White,noneFinance,owner,Low,No,40-60,1990s,0.0
392,2080,1999,0,5,46,0.0,24.66,14.17,70.84,0,0.0,0.0,72.8,155.0,82.2,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.0
393,4464,1999,2,1,40,0.0,17.91,6.29,6.29,0,0.0,0.0,-7.05,-7.05,0.0,Divorced,employed,highSchool,White,noneFinance,renter,Low,No,20-40,1990s,-0.0
394,6737,1999,0,2,55,58.71,102.16,16.69,33.38,0,0.0,0.0,352.27,493.18,140.91,Married,retired,highSchool,White,noneFinance,owner,Low,No,40-60,1990s,0.0
396,4448,1999,0,2,30,35.23,91.59,12.86,25.73,0,0.0,0.0,64.58,79.85,15.27,Married,employed,postGraduate,White,noneFinance,owner,High,No,20-40,1990s,0.0
397,1509,1999,0,3,41,5.87,23.48,14.32,42.95,0,0.0,0.0,61.06,137.39,76.33,Married,employed,highSchool,White,noneFinance,owner,Low,No,40-60,1990s,0.0
399,733,1999,0,4,43,9.39,82.2,9.72,38.9,1,70.45,234.85,338.18,455.61,117.42,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.20832101247856172
401,2270,1999,0,2,51,11.74,117.42,18.24,36.48,0,0.0,0.0,61.06,155.0,93.94,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.0
402,2016,1999,1,4,37,1.17,54.72,7.55,30.21,0,0.0,6.69,15.15,48.03,32.88,Married,employed,postGraduate,White,noneFinance,owner,High,No,20-40,1990s,0.0
405,6373,1999,0,2,41,0.06,9.86,10.59,21.18,0,0.0,0.0,7.69,3.58,-4.11,Married,unemployed,highSchool,White,noneFinance,owner,Low,No,40-60,1990s,0.0
406,6121,1999,0,3,39,0.7,49.62,7.09,21.27,0,0.0,4.7,23.6,112.84,89.24,Married,employed,highSchool,White,noneFinance,owner,Low,No,20-40,1990s,0.0
410,971,1999,0,3,33,11.74,117.42,18.65,55.96,0,0.0,105.68,135.04,322.92,187.88,Married,employed,postGraduate,Asian,noneFinance,owner,High,No,20-40,1990s,0.0
413,5794,1999,1,2,50,2.35,46.97,20.69,41.39,1,23.48,176.14,199.62,317.05,117.42,neverMarried,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.11762348462077948
415,5929,1999,0,1,36,1.06,0.0,16.17,16.17,0,0.0,0.0,3.41,3.41,0.0,neverMarried,unemployed,college,White,noneFinance,renter,High,No,20-40,1990s,0.0
416,1759,1999,0,4,37,35.23,70.45,15.88,63.51,1,140.91,82.2,286.52,410.98,124.47,Married,employed,postGraduate,White,noneFinance,owner,High,No,20-40,1990s,0.49179812927544325
418,5355,1999,0,3,38,5.87,281.82,22.06,66.17,0,0.0,0.0,17.03,122.71,105.68,neverMarried,employed,postGraduate,Asian,noneFinance,owner,High,No,20-40,1990s,0.0
419,5515,1999,3,2,34,8.22,19.96,49.96,99.92,0,0.0,0.0,-62.23,-62.23,0.0,neverMarried,employed,postGraduate,Asian,noneFinance,renter,High,No,20-40,1990s,-0.0
420,5356,1999,0,2,55,23.48,34.88,22.08,44.15,0,0.0,93.94,305.3,152.65,-152.65,Married,employed,college,Asian,noneFinance,owner,High,No,40-60,1990s,0.0
422,3123,1999,1,3,35,23.48,158.52,36.25,108.76,1,293.56,234.85,1103.79,1338.64,234.85,Married,employed,postGraduate,Asian,noneFinance,owner,High,No,20-40,1990s,0.26595638663151505
423,3033,1999,0,4,34,23.48,152.65,17.54,70.16,1,58.71,46.97,410.98,563.64,152.65,Married,employed,postGraduate,White,noneFinance,owner,High,No,20-40,1990s,0.14285366684510195
424,6387,1999,0,3,43,5.87,75.15,18.83,56.49,0,0.0,0.0,240.72,524.89,284.17,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.0
425,4492,1999,0,4,45,2.35,102.16,19.45,77.79,0,0.0,0.0,-3.52,113.9,117.42,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s,-0.0
426,6645,1999,1,3,30,5.28,207.84,25.09,75.27,0,0.0,0.0,-18.2,-18.2,0.0,Married,employed,postGraduate,White,noneFinance,renter,High,No,20-40,1990s,-0.0
431,2927,1999,0,1,42,0.76,22.31,22.01,22.01,0,0.0,0.0,3.05,32.41,29.36,neverMarried,employed,college,Black,noneFinance,owner,High,No,40-60,1990s,0.0
432,3742,1999,0,5,40,0.59,58.71,4.4,21.98,0,0.0,0.0,6.46,53.43,46.97,Married,employed,college,Black,noneFinance,owner,High,No,20-40,1990s,0.0
433,2849,1999,0,1,46,0.01,4.23,9.41,9.41,0,0.0,0.0,4.7,4.7,0.0,Divorced,employed,college,Black,noneFinance,renter,High,No,40-60,1990s,0.0
434,3007,1999,0,5,44,5.99,60.12,7.16,35.81,0,0.0,0.0,37.69,51.78,14.09,Married,unemployed,college,White,noneFinance,owner,High,No,40-60,1990s,0.0
435,5838,1999,1,2,48,11.74,131.52,25.11,50.21,0,0.0,4.7,41.1,182.01,140.91,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.0
436,6691,1999,0,3,31,11.74,75.74,17.66,52.99,0,0.0,0.0,-5.87,-3.52,2.35,Married,employed,postGraduate,White,noneFinance,owner,High,No,20-40,1990s,-0.0
437,2338,1999,1,4,57,3.52,27.59,21.76,87.02,0,0.0,0.0,29.36,76.33,46.97,Divorced,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.0
439,2703,1999,1,4,48,2.94,33.79,5.26,21.02,1,41.1,17.61,59.89,75.15,15.27,Divorced,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.6862581399231925
441,2598,1999,0,4,46,17.61,85.48,10.31,41.25,0,0.0,0.0,29.36,36.4,7.05,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.0
442,1651,1999,0,2,42,8.81,78.67,10.82,21.64,0,0.0,88.07,127.41,127.41,0.0,Married,employed,college,White,noneFinance,renter,High,No,40-60,1990s,0.0
443,2977,1999,0,1,58,103.33,25.83,10.47,10.47,0,0.0,0.0,145.14,279.0,133.86,Widowed,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.0
444,169,1999,0,1,60,0.0,0.0,9.11,9.11,0,0.0,0.0,-35.23,-35.23,0.0,Divorced,unemployed,highSchool,Black,noneFinance,renter,Low,No,40-60,1990s,-0.0
445,2575,1999,1,5,37,11.74,49.38,8.25,41.23,0,0.0,0.0,24.66,25.83,1.17,Married,employed,college,Black,noneFinance,owner,High,No,20-40,1990s,0.0
448,6055,1999,1,3,48,2.11,46.83,3.67,11.0,0,0.0,0.0,12.68,94.53,81.84,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.0
449,6447,1999,0,4,47,0.0,84.55,11.52,46.07,0,0.0,0.0,8.22,92.77,84.55,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.0
450,1937,1999,1,2,52,1.29,101.69,21.73,43.46,1,9.86,0.0,64.94,218.76,153.83,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.1518324607329843
455,2537,1999,0,5,45,1.17,4.7,17.65,88.27,1,176.14,76.33,523.71,787.92,264.2,Married,unemployed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.3363311756506463
456,6432,1999,0,3,58,14.09,58.71,17.88,53.63,0,0.0,14.09,44.62,255.98,211.36,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.0
457,4060,1999,0,2,54,20.95,58.95,18.18,36.37,1,42.27,14.09,104.32,390.99,286.67,Married,employed,highSchool,White,noneFinance,owner,Low,No,40-60,1990s,0.40519555214723935
458,6081,1999,0,1,32,0.0,12.92,19.32,19.32,0,0.0,0.0,2.35,2.35,0.0,neverMarried,employed,highSchool,White,noneFinance,renter,Low,No,20-40,1990s,0.0
459,5173,1999,1,2,31,0.0,10.57,6.53,13.06,0,0.0,0.0,-17.61,-17.61,0.0,neverMarried,employed,college,White,noneFinance,renter,High,No,20-40,1990s,-0.0
462,6072,1999,0,5,41,8.22,79.85,9.11,45.56,0,0.0,0.0,19.38,32.29,12.92,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.0
463,5815,1999,0,5,30,0.59,34.05,7.08,35.42,0,0.0,0.0,2.35,2.35,0.0,Married,employed,college,White,noneFinance,renter,High,No,20-40,1990s,0.0
